0,0,0.000000,0,0,0,0,0,0,0,
0,0,0.000000,0,0,0,0,0,0,0,
2,2,0.017866,1665370589,0,0,0,4,2,0,iris
2,3,0.017703,1665370589,0,0,0,9,3,0,iris
2,4,0.021609,1665370589,0,0,0,16,4,0,iris
2,5,0.022403,1665370589,0,0,0,25,5,0,iris
2,6,0.020815,1665370589,0,0,0,36,6,0,iris
2,7,0.019727,1665370589,0,0,0,49,7,0,iris
2,8,0.020035,1665370589,0,0,0,64,8,0,iris
2,9,0.024335,1665370589,0,0,0,81,9,0,iris
2,10,0.021201,1665370589,0,0,0,100,10,0,iris
2,11,0.022334,1665372255,0,0,0,121,11,0,adsf
2,12,0.018709,1665372255,0,112,25,144,12,3,adsf
2,13,0.027532,1665372255,0,87,56,169,13,3,adsf
2,14,0.024118,1665372255,0,60,128,196,14,3,adsf
2,15,0.023396,1665372255,0,31,175,225,15,4,adsf
2,16,0.023968,1665372255,0,0,0,256,16,0,adsf
2,17,0.023632,1665372255,0,0,0,289,17,0,adsf
2,18,0.022550,1665372255,0,0,0,324,18,0,adsf
2,19,0.030653,1665372255,0,0,0,361,19,0,adsf
2,20,0.025228,1665372256,0,0,0,400,20,0,adsf
2,21,0.027026,1665372280,0,0,0,441,21,0,adsf
2,22,0.023825,1665372280,0,0,0,484,22,0,adsf
2,23,0.022128,1665372280,0,432,96,529,23,4,adsf
2,24,0.025249,1665372280,0,385,153,576,24,3,adsf
2,25,0.023536,1665372280,0,336,275,625,25,4,adsf
2,26,0.022428,1665372280,0,285,348,676,26,3,adsf
2,27,0.023367,1665372280,0,232,496,729,27,4,adsf
2,28,0.026350,1665372280,0,177,585,784,28,3,adsf
2,29,0.027488,1665372280,0,120,680,841,29,3,adsf
2,30,0.027174,1665372280,0,61,781,900,30,3,adsf
2,31,0.024694,1665372280,0,0,0,961,31,0,adsf
2,32,0.025146,1665372280,0,0,0,1024,32,0,adsf
2,33,0.022925,1665372281,0,0,0,1089,33,0,adsf
2,34,0.026635,1665372281,0,960,140,1156,34,4,adsf
2,35,0.027935,1665372281,0,891,296,1225,35,3,adsf
2,36,0.023713,1665372281,0,820,468,1296,36,3,adsf
2,37,0.025135,1665372281,0,747,567,1369,37,3,adsf
2,38,0.022773,1665372281,0,672,765,1444,38,3,adsf
2,39,0.026788,1665372281,0,595,880,1521,39,3,adsf
2,40,0.028306,1665372281,0,516,1001,1600,40,3,adsf
2,41,0.025030,1665372281,0,435,720,1681,41,4,adsf
2,42,0.024109,1665372281,0,352,736,1764,42,4,adsf
2,43,0.025070,1665372281,0,267,960,1849,43,4,adsf
2,44,0.023879,1665372281,0,1785,89,1936,44,3,adsf
2,45,0.027790,1665372281,0,91,891,2025,45,4,adsf
2,46,0.025015,1665372281,0,1605,485,2116,46,3,adsf
2,47,0.031268,1665372281,0,1512,392,2209,47,4,adsf
2,48,0.026715,1665372281,0,1417,832,2304,48,3,adsf
2,49,0.025613,1665372281,0,1320,1080,2401,49,4,adsf
2,50,0.030289,1665372281,0,1221,1100,2500,50,3,adsf
2,51,0.026742,1665372281,0,1120,1368,2601,51,3,adsf
2,52,0.027544,1665372281,0,1017,1652,2704,52,3,adsf
